;Curso;Empresa;Data Início;Data Término;Ano Início;Ano Término;Período;Latitude;Longitude;Cidade;Localização;;
767;Engenharia Química;BASF S/A;18/01/2017 00:00;12/06/2017 00:00;2017;2017;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
768;Engenharia Química;BASF S/A;07/04/2016 00:00;24/05/2017 00:00;2016;2017;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
769;Engenharia Química;BASF S/A;07/03/2017 00:00;07/02/2018 00:00;2017;2018;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
770;Engenharia Química;BASF S/A;08/01/2016 00:00;03/09/2017 00:00;2016;2017;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
771;Engenharia Bioquimica;BASF S/A;09/05/2017 00:00;09/04/2018 00:00;2017;2018;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
772;Engenharia Bioquimica;BASF S/A;07/04/2016 00:00;07/03/2017 00:00;2016;2017;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
773;Engenharia Bioquimica;BASF S/A;07/03/2017 00:00;14/12/2017 00:00;2017;2017;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
774;Engenharia Bioquimica;BASF S/A;02/03/2020 00:00;02/02/2021 00:00;2020;2021;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
775;Engenharia Bioquimica;BASF S/A;18/01/2022 00:00;20/06/2022 00:00;2022;2022;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
776;Engenharia Bioquimica;BASF S/A;03/11/2019 00:00;20/02/2020 00:00;2019;2020;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
777;Engenharia Bioquimica;BASF S/A;03/11/2020 00:00;31/12/2020 00:00;2020;2020;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
778;Engenharia Bioquimica;BASF S/A;18/09/2017 00:00;07/02/2018 00:00;2017;2018;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
779;Engenharia Bioquimica;BASF S/A;11/03/2021 00:00;09/01/2022 00:00;2021;2022;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
780;Engenharia Bioquimica;BASF S/A;15/07/2019 00:00;15/07/2020 00:00;2019;2020;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
781;Engenharia Bioquimica;BASF S/A;15/07/2020 00:00;18/02/2021 00:00;2020;2021;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
782;Engenharia Bioquimica;BASF S/A;01/04/2021 00:00;30/03/2022 00:00;2021;2022;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
784;Engenharia de Materiais;BASF S/A;16/07/2018 00:00;18/06/2019 00:00;2018;2019;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
785;Engenharia de Materiais;BASF S/A;16/07/2019 00:00;14/07/2020 00:00;2019;2020;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
786;Engenharia de Materiais;BASF S/A;25/10/2021 00:00;24/10/2022 00:00;2021;2022;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
787;Engenharia de Materiais;BASF S/A;18/01/2016 00:00;13/12/2016 00:00;2016;2016;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
788;Engenharia de Materiais;BASF S/A;18/01/2017 00:00;29/12/2017 00:00;2017;2017;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
789;Engenharia Ambiental;BASF S/A;03/07/2022 00:00;03/06/2023 00:00;2022;2023;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
790;Engenharia Ambiental;BASF S/A;09/05/2022 00:00;09/04/2023 00:00;2022;2023;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
791;Engenharia de Produção;BASF S/A;17/02/2020 00:00;16/02/2021 00:00;2020;2021;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
792;Engenharia de Produção;BASF S/A;03/11/2020 00:00;03/09/2021 00:00;2020;2021;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
793;Engenharia de Produção;BASF S/A;15/04/2019 00:00;03/12/2020 00:00;2019;2020;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
794;Engenharia de Produção;BASF S/A;15/04/2020 00:00;07/02/2020 00:00;2020;2020;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
795;Engenharia de Produção;BASF S/A;07/11/2022 00:00;07/10/2023 00:00;2022;2023;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
796;Engenharia de Produção;BASF S/A;09/05/2022 00:00;09/04/2023 00:00;2022;2023;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
797;Engenharia de Produção;BASF S/A;01/08/2018 00:00;01/02/2019 00:00;2018;2019;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
798;Engenharia de Produção;BASF S/A;16/01/2017 00:00;12/07/2017 00:00;2017;2017;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
799;Engenharia de Produção;BASF S/A;01/08/2018 00:00;16/08/2018 00:00;2018;2018;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
800;Engenharia de Produção;BASF S/A;02/05/2018 00:00;28/01/2019 00:00;2018;2019;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
801;Engenharia de Produção;BASF S/A;08/06/2018 00:00;23/05/2019 00:00;2018;2019;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
802;Engenharia de Produção;BASF S/A;14/01/2019 00:00;12/11/2019 00:00;2019;2019;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
803;Engenharia de Produção;BASF S/A;03/11/2019 00:00;03/10/2020 00:00;2019;2020;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
804;Engenharia de Produção;BASF S/A;02/05/2019 00:00;02/03/2020 00:00;2019;2020;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
805;Engenharia de Produção;BASF S/A;03/11/2019 00:00;31/12/2020 00:00;2019;2020;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
806;Engenharia de Produção;BASF S/A;08/06/2019 00:00;30/06/2020 00:00;2019;2020;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
807;Engenharia de Produção;BASF S/A;01/07/2020 00:00;12/02/2020 00:00;2020;2020;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
808;Engenharia de Produção;BASF S/A;14/01/2020 00:00;30/09/2020 00:00;2020;2020;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
809;Engenharia de Produção;BASF S/A;01/06/2020 00:00;01/04/2022 00:00;2020;2022;2;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
810;Engenharia de Produção;BASF S/A;03/02/2020 00:00;22/02/2021 00:00;2020;2021;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
811;Engenharia de Produção;BASF S/A;20/07/2020 00:00;19/07/2022 00:00;2020;2022;2;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
812;Engenharia de Produção;BASF S/A;14/09/2020 00:00;19/07/2021 00:00;2020;2021;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
813;Engenharia de Produção;BASF S/A;17/05/2021 00:00;17/02/2022 00:00;2021;2022;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
814;Engenharia de Produção;BASF S/A;24/05/2021 00:00;04/05/2022 00:00;2021;2022;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
815;Engenharia de Produção;BASF S/A;19/07/2021 00:00;18/07/2022 00:00;2021;2022;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
816;Engenharia de Produção;BASF S/A;10/04/2021 00:00;10/03/2022 00:00;2021;2022;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
817;Engenharia de Produção;BASF S/A;18/10/2021 00:00;12/01/2021 00:00;2021;2021;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
818;Engenharia de Produção;BASF S/A;04/04/2022 00:00;04/03/2023 00:00;2022;2023;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
819;Engenharia de Produção;BASF S/A;24/05/2022 00:00;23/05/2022 00:00;2022;2022;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
820;Engenharia de Produção;BASF S/A;07/04/2022 00:00;07/03/2023 00:00;2022;2023;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
821;Engenharia de Produção;BASF S/A;19/07/2022 00:00;18/07/2023 00:00;2022;2023;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
822;Engenharia de Produção;BASF S/A;10/04/2022 00:00;10/03/2023 00:00;2022;2023;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
823;Engenharia de Produção;BASF S/A;06/06/2016 00:00;06/06/2016 00:00;2016;2016;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
824;Engenharia de Produção;BASF S/A;01/09/2017 00:00;23/11/2017 00:00;2017;2017;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
825;Engenharia de Produção;BASF S/A;01/09/2017 00:00;09/11/2017 00:00;2017;2017;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
826;Engenharia de Produção;BASF S/A;01/09/2017 00:00;15/12/2017 00:00;2017;2017;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
827;Engenharia de Produção;BASF S/A;07/10/2017 00:00;21/06/2018 00:00;2017;2018;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
828;Engenharia de Produção;BASF S/A;07/10/2017 00:00;25/06/2018 00:00;2017;2018;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
829;Engenharia de Produção;BASF S/A;07/10/2017 00:00;25/06/2018 00:00;2017;2018;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
830;Engenharia de Produção;BASF S/A;09/04/2017 00:00;28/08/2018 00:00;2017;2018;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
831;Engenharia de Produção;BASF S/A;11/06/2017 00:00;24/10/2018 00:00;2017;2018;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
832;Engenharia de Produção;BASF S/A;01/08/2018 00:00;26/11/2018 00:00;2018;2018;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
833;Engenharia de Produção;BASF S/A;29/12/2017 00:00;28/12/2018 00:00;2017;2018;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
834;Engenharia de Produção;BASF S/A;30/12/2017 00:00;28/12/2018 00:00;2017;2018;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
835;Engenharia de Produção;BASF S/A;07/10/2018 00:00;23/11/2018 00:00;2018;2018;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
836;Engenharia de Produção;BASF S/A;07/10/2018 00:00;12/03/2018 00:00;2018;2018;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
837;Engenharia de Produção;BASF S/A;16/07/2018 00:00;17/06/2019 00:00;2018;2019;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
838;Engenharia de Produção;BASF S/A;08/06/2018 00:00;08/05/2019 00:00;2018;2019;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
839;Engenharia de Produção;BASF S/A;11/06/2018 00:00;03/04/2020 00:00;2018;2020;2;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
840;Engenharia de Produção;BASF S/A;01/08/2019 00:00;07/01/2019 00:00;2019;2019;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
841;Engenharia de Produção;BASF S/A;16/07/2019 00:00;14/07/2020 00:00;2019;2020;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
842;Engenharia de Produção;BASF S/A;01/09/2017 00:00;18/07/2018 00:00;2017;2018;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
843;Engenharia de Produção;BASF S/A;09/05/2017 00:00;05/04/2018 00:00;2017;2018;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
844;Engenharia de Produção;BASF S/A;07/10/2018 00:00;02/04/2019 00:00;2018;2019;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
845;Engenharia de Produção;BASF S/A;09/04/2018 00:00;17/01/2019 00:00;2018;2019;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
846;Engenharia de Produção;BASF S/A;01/07/2019 00:00;12/09/2019 00:00;2019;2019;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
847;Engenharia de Produção;BASF S/A;20/02/2017 00:00;10/05/2018 00:00;2017;2018;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
848;Engenharia de Produção;BASF S/A;09/05/2016 00:00;24/08/2017 00:00;2016;2017;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
849;Engenharia de Produção;BASF S/A;09/12/2016 00:00;08/10/2017 00:00;2016;2017;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
850;Engenharia de Produção;BASF S/A;17/10/2022 00:00;16/10/2023 00:00;2022;2023;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
884;Engenharia Química;BRASKEM S/A;15/01/2018 00:00;21/11/2018 00:00;2018;2018;0;-2.356.861.187;-4.670.323.435;São Paulo;3;;
885;Engenharia Química;BRASKEM S/A;13/01/2020 00:00;30/06/2020 00:00;2020;2020;0;-2.356.861.187;-4.670.323.435;São Paulo;3;;
886;Engenharia Química;BRASKEM S/A;02/01/2021 00:00;15/12/2021 00:00;2021;2021;0;-2.356.861.187;-4.670.323.435;São Paulo;3;;
887;Engenharia Química;BRASKEM S/A;01/07/2019 00:00;28/11/2019 00:00;2019;2019;0;-2.356.861.187;-4.670.323.435;São Paulo;3;;
888;Engenharia Química;BRASKEM S/A;01/02/2020 00:00;30/12/2020 00:00;2020;2020;0;-2.356.861.187;-4.670.323.435;São Paulo;3;;
889;Engenharia Química;BRASKEM S/A;07/01/2020 00:00;31/12/2021 00:00;2020;2021;1;-2.356.861.187;-4.670.323.435;São Paulo;3;;
890;Engenharia de Produção;BRASKEM S/A;14/01/2019 00:00;01/02/2020 00:00;2019;2020;1;-2.356.861.187;-4.670.323.435;São Paulo;3;;
892;Engenharia Química;BRASKEM S/A;07/10/2018 00:00;07/09/2019 00:00;2018;2019;1;-2.356.861.187;-4.670.323.435;São Paulo;3;;
893;Engenharia Química;BRASKEM S/A;07/11/2019 00:00;31/12/2019 00:00;2019;2019;0;-2.356.861.187;-4.670.323.435;São Paulo;3;;
894;Engenharia Química;BRASKEM S/A;14/12/2021 00:00;13/12/2022 00:00;2021;2022;1;-2.356.861.187;-4.670.323.435;São Paulo;3;;
895;Engenharia Química;BRASKEM S/A;17/01/2022 00:00;31/12/2022 00:00;2022;2022;0;-2.356.861.187;-4.670.323.435;São Paulo;3;;
896;Engenharia Química;BRASKEM S/A;08/09/2022 00:00;31/12/2022 00:00;2022;2022;0;-2.356.861.187;-4.670.323.435;São Paulo;3;;
897;Engenharia Química;BRASKEM S/A;01/11/2021 00:00;31/12/2022 00:00;2021;2022;1;-2.356.861.187;-4.670.323.435;São Paulo;3;;
898;Engenharia Química;BRASKEM S/A;14/12/2020 00:00;14/12/2021 00:00;2020;2021;1;-2.356.861.187;-4.670.323.435;São Paulo;3;;
899;Engenharia Química;BRASKEM S/A;18/07/2016 00:00;14/07/2017 00:00;2016;2017;1;-2.356.861.187;-4.670.323.435;São Paulo;3;;
900;Engenharia Química;BRASKEM S/A;02/03/2020 00:00;02/03/2021 00:00;2020;2021;1;-2.356.861.187;-4.670.323.435;São Paulo;3;;
901;Engenharia Química;BRASKEM S/A;01/11/2021 00:00;26/12/2021 00:00;2021;2021;0;-2.356.861.187;-4.670.323.435;São Paulo;3;;
902;Engenharia Química;BRASKEM S/A;07/05/2021 00:00;07/04/2022 00:00;2021;2022;1;-2.356.861.187;-4.670.323.435;São Paulo;3;;
903;Engenharia Química;BRASKEM S/A;08/09/2021 00:00;08/08/2022 00:00;2021;2022;1;-2.356.861.187;-4.670.323.435;São Paulo;3;;
904;Engenharia Química;BRASKEM S/A;18/08/2021 00:00;30/07/2022 00:00;2021;2022;1;-2.356.861.187;-4.670.323.435;São Paulo;3;;
905;Engenharia Química;BRASKEM S/A;02/01/2022 00:00;31/01/2023 00:00;2022;2023;1;-2.356.861.187;-4.670.323.435;São Paulo;3;;
906;Engenharia Química;BRASKEM S/A;02/01/2022 00:00;31/12/2022 00:00;2022;2022;0;-2.356.861.187;-4.670.323.435;São Paulo;3;;
907;Engenharia Química;BRASKEM S/A;08/01/2022 00:00;31/12/2022 00:00;2022;2022;0;-2.356.861.187;-4.670.323.435;São Paulo;3;;
908;Engenharia Química;BRASKEM S/A;02/01/2021 00:00;30/06/2022 00:00;2021;2022;1;-2.356.861.187;-4.670.323.435;São Paulo;3;;
909;Engenharia Química;BRASKEM S/A;16/01/2017 00:00;31/12/2017 00:00;2017;2017;0;-2.356.861.187;-4.670.323.435;São Paulo;3;;
910;Engenharia Química;BRASKEM S/A;31/12/2017 00:00;05/02/2018 00:00;2017;2018;1;-2.356.861.187;-4.670.323.435;São Paulo;3;;
911;Engenharia Química;BRASKEM S/A;02/05/2018 00:00;31/05/2018 00:00;2018;2018;0;-2.356.861.187;-4.670.323.435;São Paulo;3;;
912;Engenharia Química;BRASKEM S/A;08/05/2019 00:00;08/04/2020 00:00;2019;2020;1;-2.356.861.187;-4.670.323.435;São Paulo;3;;
913;Engenharia Química;BRASKEM S/A;13/12/2021 00:00;12/12/2022 00:00;2021;2022;1;-2.356.861.187;-4.670.323.435;São Paulo;3;;
914;Engenharia Química;BRASKEM S/A;15/10/2018 00:00;15/10/2019 00:00;2018;2019;1;-2.356.861.187;-4.670.323.435;São Paulo;3;;
915;Engenharia Química;BRASKEM S/A;16/10/2019 00:00;31/07/2020 00:00;2019;2020;1;-2.356.861.187;-4.670.323.435;São Paulo;3;;
916;Engenharia Química;BRASKEM S/A;14/01/2019 00:00;13/01/2020 00:00;2019;2020;1;-2.356.861.187;-4.670.323.435;São Paulo;3;;
917;Engenharia Química;BRASKEM S/A;01/01/2021 00:00;31/12/2021 00:00;2021;2021;0;-2.356.861.187;-4.670.323.435;São Paulo;3;;
918;Engenharia Química;BRASKEM S/A;02/03/2020 00:00;31/12/2020 00:00;2020;2020;0;-2.356.861.187;-4.670.323.435;São Paulo;3;;
919;Engenharia Química;BRASKEM S/A;15/01/2018 00:00;14/12/2018 00:00;2018;2018;0;-2.356.861.187;-4.670.323.435;São Paulo;3;;
920;Engenharia Química;BRASKEM S/A;31/07/2022 00:00;30/06/2023 00:00;2022;2023;1;-2.356.861.187;-4.670.323.435;São Paulo;3;;
921;Engenharia Química;BRASKEM S/A;01/08/2016 00:00;01/07/2017 00:00;2016;2017;1;-2.356.861.187;-4.670.323.435;São Paulo;3;;
922;Engenharia Química;BRASKEM S/A;01/11/2016 00:00;09/02/2016 00:00;2016;2016;0;-2.356.861.187;-4.670.323.435;São Paulo;3;;
923;Engenharia Bioquimica;BRASKEM S/A;18/07/2016 00:00;27/01/2017 00:00;2016;2017;1;-2.356.861.187;-4.670.323.435;São Paulo;3;;
924;Engenharia de Produção;BRASKEM S/A;06/06/2022 00:00;06/05/2023 00:00;2022;2023;1;-2.356.861.187;-4.670.323.435;São Paulo;3;;
1078;Engenharia Química;CONFAB INDUSTRIAL S/A;01/04/2016 00:00;22/09/2016 00:00;2016;2016;0;-2.291.371.266;-4.535.150.343;Pindamonhangaba;1;;
1079;Engenharia Química;CONFAB INDUSTRIAL S/A;18/07/2016 00:00;07/03/2017 00:00;2016;2017;1;-2.291.371.266;-4.535.150.343;Pindamonhangaba;1;;
1080;Engenharia Química;CONFAB INDUSTRIAL S/A;07/03/2017 00:00;18/08/2017 00:00;2017;2017;0;-2.291.371.266;-4.535.150.343;Pindamonhangaba;1;;
1081;Engenharia Química;CONFAB INDUSTRIAL S/A;08/06/2018 00:00;12/11/2018 00:00;2018;2018;0;-2.291.371.266;-4.535.150.343;Pindamonhangaba;1;;
1082;Engenharia Química;CONFAB INDUSTRIAL S/A;09/09/2019 00:00;09/08/2020 00:00;2019;2020;1;-2.291.371.266;-4.535.150.343;Pindamonhangaba;1;;
1083;Engenharia Química;CONFAB INDUSTRIAL S/A;09/09/2020 00:00;12/01/2020 00:00;2020;2020;0;-2.291.371.266;-4.535.150.343;Pindamonhangaba;1;;
1084;Engenharia Química;CONFAB INDUSTRIAL S/A;02/06/2017 00:00;14/12/2017 00:00;2017;2017;0;-2.291.371.266;-4.535.150.343;Pindamonhangaba;1;;
1085;Engenharia Química;CONFAB INDUSTRIAL S/A;18/06/2018 00:00;06/01/2019 00:00;2018;2019;1;-2.291.371.266;-4.535.150.343;Pindamonhangaba;1;;
1086;Engenharia Química;CONFAB INDUSTRIAL S/A;01/07/2019 00:00;01/07/2020 00:00;2019;2020;1;-2.291.371.266;-4.535.150.343;Pindamonhangaba;1;;
1087;Engenharia Química;CONFAB INDUSTRIAL S/A;10/07/2019 00:00;10/06/2020 00:00;2019;2020;1;-2.291.371.266;-4.535.150.343;Pindamonhangaba;1;;
1088;Engenharia Química;CONFAB INDUSTRIAL S/A;01/08/2020 00:00;18/11/2020 00:00;2020;2020;0;-2.291.371.266;-4.535.150.343;Pindamonhangaba;1;;
1089;Engenharia Química;CONFAB INDUSTRIAL S/A;10/07/2020 00:00;10/06/2021 00:00;2020;2021;1;-2.291.371.266;-4.535.150.343;Pindamonhangaba;1;;
1090;Engenharia Química;CONFAB INDUSTRIAL S/A;12/07/2020 00:00;11/05/2021 00:00;2020;2021;1;-2.291.371.266;-4.535.150.343;Pindamonhangaba;1;;
1091;Engenharia Química;CONFAB INDUSTRIAL S/A;20/09/2021 00:00;19/09/2022 00:00;2021;2022;1;-2.291.371.266;-4.535.150.343;Pindamonhangaba;1;;
1092;Engenharia Química;CONFAB INDUSTRIAL S/A;01/10/2022 00:00;01/09/2023 00:00;2022;2023;1;-2.291.371.266;-4.535.150.343;Pindamonhangaba;1;;
1093;Engenharia Química;CONFAB INDUSTRIAL S/A;20/09/2022 00:00;23/12/2022 00:00;2022;2022;0;-2.291.371.266;-4.535.150.343;Pindamonhangaba;1;;
1094;Engenharia Química;CONFAB INDUSTRIAL S/A;26/10/2020 00:00;18/12/2020 00:00;2020;2020;0;-2.291.371.266;-4.535.150.343;Pindamonhangaba;1;;
1096;Engenharia Química;CONFAB INDUSTRIAL S/A;01/04/2016 00:00;12/02/2016 00:00;2016;2016;0;-2.291.371.266;-4.535.150.343;Pindamonhangaba;1;;
1097;Engenharia Química;CONFAB INDUSTRIAL S/A;09/05/2016 00:00;07/11/2017 00:00;2016;2017;1;-2.291.371.266;-4.535.150.343;Pindamonhangaba;1;;
1098;Engenharia Química;CONFAB INDUSTRIAL S/A;13/12/2016 00:00;25/08/2017 00:00;2016;2017;1;-2.291.371.266;-4.535.150.343;Pindamonhangaba;1;;
1099;Engenharia Química;CONFAB INDUSTRIAL S/A;02/06/2017 00:00;13/12/2017 00:00;2017;2017;0;-2.291.371.266;-4.535.150.343;Pindamonhangaba;1;;
1100;Engenharia Química;CONFAB INDUSTRIAL S/A;03/05/2018 00:00;15/02/2019 00:00;2018;2019;1;-2.291.371.266;-4.535.150.343;Pindamonhangaba;1;;
1101;Engenharia Química;CONFAB INDUSTRIAL S/A;03/05/2019 00:00;20/09/2019 00:00;2019;2019;0;-2.291.371.266;-4.535.150.343;Pindamonhangaba;1;;
1102;Engenharia Química;CONFAB INDUSTRIAL S/A;12/09/2019 00:00;12/08/2020 00:00;2019;2020;1;-2.291.371.266;-4.535.150.343;Pindamonhangaba;1;;
1103;Engenharia Química;CONFAB INDUSTRIAL S/A;12/09/2019 00:00;12/08/2020 00:00;2019;2020;1;-2.291.371.266;-4.535.150.343;Pindamonhangaba;1;;
1104;Engenharia Química;CONFAB INDUSTRIAL S/A;12/09/2020 00:00;31/05/2021 00:00;2020;2021;1;-2.291.371.266;-4.535.150.343;Pindamonhangaba;1;;
1105;Engenharia Química;CONFAB INDUSTRIAL S/A;02/01/2021 00:00;31/01/2022 00:00;2021;2022;1;-2.291.371.266;-4.535.150.343;Pindamonhangaba;1;;
1106;Engenharia Química;CONFAB INDUSTRIAL S/A;08/09/2021 00:00;08/08/2022 00:00;2021;2022;1;-2.291.371.266;-4.535.150.343;Pindamonhangaba;1;;
1107;Engenharia Química;CONFAB INDUSTRIAL S/A;18/10/2021 00:00;17/10/2022 00:00;2021;2022;1;-2.291.371.266;-4.535.150.343;Pindamonhangaba;1;;
1108;Engenharia Química;CONFAB INDUSTRIAL S/A;24/01/2022 00:00;23/01/2023 00:00;2022;2023;1;-2.291.371.266;-4.535.150.343;Pindamonhangaba;1;;
1109;Engenharia Química;CONFAB INDUSTRIAL S/A;02/01/2022 00:00;20/12/2022 00:00;2022;2022;0;-2.291.371.266;-4.535.150.343;Pindamonhangaba;1;;
1110;Engenharia Química;CONFAB INDUSTRIAL S/A;03/07/2022 00:00;03/06/2023 00:00;2022;2023;1;-2.291.371.266;-4.535.150.343;Pindamonhangaba;1;;
1111;Engenharia Química;CONFAB INDUSTRIAL S/A;08/09/2022 00:00;08/08/2023 00:00;2022;2023;1;-2.291.371.266;-4.535.150.343;Pindamonhangaba;1;;
1112;Engenharia Química;CONFAB INDUSTRIAL S/A;09/09/2019 00:00;07/01/2021 00:00;2019;2021;2;-2.291.371.266;-4.535.150.343;Pindamonhangaba;1;;
1113;Engenharia Química;CONFAB INDUSTRIAL S/A;18/03/2019 00:00;17/03/2020 00:00;2019;2020;1;-2.291.371.266;-4.535.150.343;Pindamonhangaba;1;;
1114;Engenharia Química;CONFAB INDUSTRIAL S/A;12/07/2020 00:00;18/06/2021 00:00;2020;2021;1;-2.291.371.266;-4.535.150.343;Pindamonhangaba;1;;
1115;Engenharia Química;CONFAB INDUSTRIAL S/A;09/05/2022 00:00;09/04/2023 00:00;2022;2023;1;-2.291.371.266;-4.535.150.343;Pindamonhangaba;1;;
1116;Engenharia Química;CONFAB INDUSTRIAL S/A;08/07/2017 00:00;24/07/2018 00:00;2017;2018;1;-2.291.371.266;-4.535.150.343;Pindamonhangaba;1;;
1117;Engenharia Química;CONFAB INDUSTRIAL S/A;08/06/2018 00:00;14/12/2018 00:00;2018;2018;0;-2.291.371.266;-4.535.150.343;Pindamonhangaba;1;;
1118;Engenharia Química;CONFAB INDUSTRIAL S/A;20/02/2017 00:00;19/02/2018 00:00;2017;2018;1;-2.291.371.266;-4.535.150.343;Pindamonhangaba;1;;
1119;Engenharia Química;CONFAB INDUSTRIAL S/A;19/02/2018 00:00;20/06/2018 00:00;2018;2018;0;-2.291.371.266;-4.535.150.343;Pindamonhangaba;1;;
1120;Engenharia Química;CONFAB INDUSTRIAL S/A;12/11/2017 00:00;12/06/2018 00:00;2017;2018;1;-2.291.371.266;-4.535.150.343;Pindamonhangaba;1;;
1121;Engenharia Química;CONFAB INDUSTRIAL S/A;12/12/2018 00:00;02/01/2019 00:00;2018;2019;1;-2.291.371.266;-4.535.150.343;Pindamonhangaba;1;;
1122;Engenharia Química;CONFAB INDUSTRIAL S/A;09/09/2019 00:00;03/10/2021 00:00;2019;2021;2;-2.291.371.266;-4.535.150.343;Pindamonhangaba;1;;
1123;Engenharia Química;CONFAB INDUSTRIAL S/A;03/07/2022 00:00;15/06/2022 00:00;2022;2022;0;-2.291.371.266;-4.535.150.343;Pindamonhangaba;1;;
