;Curso;Empresa;Data Início;Data Término;Ano Início;Ano Término;Período;Latitude;Longitude;Cidade;Localização;;
2526;Engenharia Química;JOHNSON & JOHNSON INDUSTRIAL LTDA.;01/07/2019 00:00;31/12/2020 00:00;2019;2020;1;-2.323.766.866;-4.592.337.096;São José dos Campos;2;;
2527;Engenharia Química;JOHNSON & JOHNSON INDUSTRIAL LTDA.;08/08/2016 00:00;12/01/2016 00:00;2016;2016;0;-2.323.766.866;-4.592.337.096;São José dos Campos;2;;
2528;Engenharia Química;JOHNSON & JOHNSON INDUSTRIAL LTDA.;02/01/2016 00:00;31/12/2016 00:00;2016;2016;0;-2.323.766.866;-4.592.337.096;São José dos Campos;2;;
2529;Engenharia Química;JOHNSON & JOHNSON INDUSTRIAL LTDA.;01/09/2017 00:00;12/11/2017 00:00;2017;2017;0;-2.323.766.866;-4.592.337.096;São José dos Campos;2;;
2530;Engenharia Bioquimica;JOHNSON & JOHNSON INDUSTRIAL LTDA.;21/03/2016 00:00;23/06/2016 00:00;2016;2016;0;-2.323.766.866;-4.592.337.096;São José dos Campos;2;;
2532;Engenharia Bioquimica;JOHNSON & JOHNSON INDUSTRIAL LTDA.;01/12/2016 00:00;31/12/2016 00:00;2016;2016;0;-2.323.766.866;-4.592.337.096;São José dos Campos;2;;
2533;Engenharia Bioquimica;JOHNSON & JOHNSON INDUSTRIAL LTDA.;01/02/2020 00:00;31/12/2020 00:00;2020;2020;0;-2.323.766.866;-4.592.337.096;São José dos Campos;2;;
2534;Engenharia Bioquimica;JOHNSON & JOHNSON INDUSTRIAL LTDA.;01/07/2019 00:00;19/11/2019 00:00;2019;2019;0;-2.323.766.866;-4.592.337.096;São José dos Campos;2;;
2535;Engenharia Bioquimica;JOHNSON & JOHNSON INDUSTRIAL LTDA.;01/11/2021 00:00;01/10/2022 00:00;2021;2022;1;-2.323.766.866;-4.592.337.096;São José dos Campos;2;;
2536;Engenharia Bioquimica;JOHNSON & JOHNSON INDUSTRIAL LTDA.;01/10/2022 00:00;02/01/2022 00:00;2022;2022;0;-2.323.766.866;-4.592.337.096;São José dos Campos;2;;
2537;Engenharia de Materiais;JOHNSON & JOHNSON INDUSTRIAL LTDA.;03/06/2017 00:00;31/05/2017 00:00;2017;2017;0;-2.323.766.866;-4.592.337.096;São José dos Campos;2;;
2538;Engenharia Ambiental;JOHNSON & JOHNSON INDUSTRIAL LTDA.;05/10/2018 00:00;16/12/2019 00:00;2018;2019;1;-2.323.766.866;-4.592.337.096;São José dos Campos;2;;
2539;Engenharia Ambiental;JOHNSON & JOHNSON INDUSTRIAL LTDA.;07/04/2022 00:00;07/03/2023 00:00;2022;2023;1;-2.323.766.866;-4.592.337.096;São José dos Campos;2;;
2540;Engenharia de Produção;JOHNSON & JOHNSON INDUSTRIAL LTDA.;10/07/2019 00:00;17/09/2020 00:00;2019;2020;1;-2.323.766.866;-4.592.337.096;São José dos Campos;2;;
2541;Engenharia de Produção;JOHNSON & JOHNSON INDUSTRIAL LTDA.;03/08/2018 00:00;08/07/2018 00:00;2018;2018;0;-2.323.766.866;-4.592.337.096;São José dos Campos;2;;
2542;Engenharia de Produção;JOHNSON & JOHNSON INDUSTRIAL LTDA.;03/08/2018 00:00;31/12/2019 00:00;2018;2019;1;-2.323.766.866;-4.592.337.096;São José dos Campos;2;;
2543;Engenharia de Produção;JOHNSON & JOHNSON INDUSTRIAL LTDA.;07/12/2018 00:00;02/04/2020 00:00;2018;2020;2;-2.323.766.866;-4.592.337.096;São José dos Campos;2;;
2544;Engenharia de Produção;JOHNSON & JOHNSON INDUSTRIAL LTDA.;10/07/2020 00:00;10/06/2021 00:00;2020;2021;1;-2.323.766.866;-4.592.337.096;São José dos Campos;2;;
2545;Engenharia de Produção;JOHNSON & JOHNSON INDUSTRIAL LTDA.;07/01/2021 00:00;30/06/2022 00:00;2021;2022;1;-2.323.766.866;-4.592.337.096;São José dos Campos;2;;
2546;Engenharia de Produção;JOHNSON & JOHNSON INDUSTRIAL LTDA.;07/01/2022 00:00;30/06/2023 00:00;2022;2023;1;-2.323.766.866;-4.592.337.096;São José dos Campos;2;;
2547;Engenharia de Produção;JOHNSON & JOHNSON INDUSTRIAL LTDA.;07/10/2017 00:00;08/10/2018 00:00;2017;2018;1;-2.323.766.866;-4.592.337.096;São José dos Campos;2;;
2548;Engenharia de Produção;JOHNSON & JOHNSON INDUSTRIAL LTDA.;01/07/2019 00:00;31/12/2019 00:00;2019;2019;0;-2.323.766.866;-4.592.337.096;São José dos Campos;2;;
2549;Engenharia de Produção;JOHNSON & JOHNSON INDUSTRIAL LTDA.;01/07/2019 00:00;16/12/2019 00:00;2019;2019;0;-2.323.766.866;-4.592.337.096;São José dos Campos;2;;
2550;Engenharia de Produção;JOHNSON & JOHNSON INDUSTRIAL LTDA.;01/06/2020 00:00;30/11/2020 00:00;2020;2020;0;-2.323.766.866;-4.592.337.096;São José dos Campos;2;;
2551;Engenharia de Produção;JOHNSON & JOHNSON INDUSTRIAL LTDA.;01/07/2020 00:00;31/12/2021 00:00;2020;2021;1;-2.323.766.866;-4.592.337.096;São José dos Campos;2;;
2710;Engenharia Química;MONSANTO DO BRASIL LTDA;18/01/2016 00:00;12/07/2016 00:00;2016;2016;0;-2.361.032.442;-4.669.688.213;São Paulo;3;;
2711;Engenharia Química;MONSANTO DO BRASIL LTDA;01/01/2017 00:00;12/12/2017 00:00;2017;2017;0;-2.361.032.442;-4.669.688.213;São Paulo;3;;
2712;Engenharia Química;MONSANTO DO BRASIL LTDA;18/01/2016 00:00;29/11/2016 00:00;2016;2016;0;-2.361.032.442;-4.669.688.213;São Paulo;3;;
2713;Engenharia Química;MONSANTO DO BRASIL LTDA;01/01/2016 00:00;26/10/2016 00:00;2016;2016;0;-2.361.032.442;-4.669.688.213;São Paulo;3;;
2714;Engenharia Química;MONSANTO DO BRASIL LTDA;16/01/2017 00:00;31/12/2017 00:00;2017;2017;0;-2.361.032.442;-4.669.688.213;São Paulo;3;;
2715;Engenharia Química;MONSANTO DO BRASIL LTDA;18/01/2016 00:00;12/07/2016 00:00;2016;2016;0;-2.361.032.442;-4.669.688.213;São Paulo;3;;
2716;Engenharia Química;MONSANTO DO BRASIL LTDA;22/08/2016 00:00;31/07/2017 00:00;2016;2017;1;-2.361.032.442;-4.669.688.213;São Paulo;3;;
2717;Engenharia Química;MONSANTO DO BRASIL LTDA;02/06/2017 00:00;14/01/2019 00:00;2017;2019;2;-2.361.032.442;-4.669.688.213;São Paulo;3;;
2718;Engenharia Química;MONSANTO DO BRASIL LTDA;08/01/2017 00:00;01/02/2018 00:00;2017;2018;1;-2.361.032.442;-4.669.688.213;São Paulo;3;;
2719;Engenharia Química;MONSANTO DO BRASIL LTDA;17/02/2020 00:00;16/02/2021 00:00;2020;2021;1;-2.361.032.442;-4.669.688.213;São Paulo;3;;
2720;Engenharia Química;MONSANTO DO BRASIL LTDA;14/02/2022 00:00;13/02/2023 00:00;2022;2023;1;-2.361.032.442;-4.669.688.213;São Paulo;3;;
2721;Engenharia Química;MONSANTO DO BRASIL LTDA;14/02/2022 00:00;13/02/2023 00:00;2022;2023;1;-2.361.032.442;-4.669.688.213;São Paulo;3;;
2722;Engenharia Química;MONSANTO DO BRASIL LTDA;14/02/2022 00:00;14/02/2023 00:00;2022;2023;1;-2.361.032.442;-4.669.688.213;São Paulo;3;;
2723;Engenharia Química;MONSANTO DO BRASIL LTDA;08/08/2016 00:00;18/07/2017 00:00;2016;2017;1;-2.361.032.442;-4.669.688.213;São Paulo;3;;
2724;Engenharia Química;MONSANTO DO BRASIL LTDA;08/01/2017 00:00;29/11/2017 00:00;2017;2017;0;-2.361.032.442;-4.669.688.213;São Paulo;3;;
2725;Engenharia Química;MONSANTO DO BRASIL LTDA;22/01/2018 00:00;12/04/2018 00:00;2018;2018;0;-2.361.032.442;-4.669.688.213;São Paulo;3;;
2726;Engenharia Química;MONSANTO DO BRASIL LTDA;22/01/2018 00:00;12/05/2018 00:00;2018;2018;0;-2.361.032.442;-4.669.688.213;São Paulo;3;;
2727;Engenharia Química;MONSANTO DO BRASIL LTDA;02/11/2019 00:00;31/12/2019 00:00;2019;2019;0;-2.361.032.442;-4.669.688.213;São Paulo;3;;
2728;Engenharia Química;MONSANTO DO BRASIL LTDA;17/02/2020 00:00;16/02/2021 00:00;2020;2021;1;-2.361.032.442;-4.669.688.213;São Paulo;3;;
2729;Engenharia Química;MONSANTO DO BRASIL LTDA;17/02/2020 00:00;16/02/2021 00:00;2020;2021;1;-2.361.032.442;-4.669.688.213;São Paulo;3;;
2730;Engenharia Química;MONSANTO DO BRASIL LTDA;17/02/2020 00:00;17/02/2021 00:00;2020;2021;1;-2.361.032.442;-4.669.688.213;São Paulo;3;;
2731;Engenharia Química;MONSANTO DO BRASIL LTDA;17/02/2021 00:00;26/11/2021 00:00;2021;2021;0;-2.361.032.442;-4.669.688.213;São Paulo;3;;
2732;Engenharia Química;MONSANTO DO BRASIL LTDA;20/08/2018 00:00;31/12/2019 00:00;2018;2019;1;-2.361.032.442;-4.669.688.213;São Paulo;3;;
2733;Engenharia Química;MONSANTO DO BRASIL LTDA;16/01/2017 00:00;29/09/2017 00:00;2017;2017;0;-2.361.032.442;-4.669.688.213;São Paulo;3;;
2734;Engenharia Química;MONSANTO DO BRASIL LTDA;18/01/2016 00:00;07/01/2016 00:00;2016;2016;0;-2.361.032.442;-4.669.688.213;São Paulo;3;;
2735;Engenharia Química;MONSANTO DO BRASIL LTDA;01/01/2019 00:00;31/12/2019 00:00;2019;2019;0;-2.361.032.442;-4.669.688.213;São Paulo;3;;
2736;Engenharia Química;MONSANTO DO BRASIL LTDA;01/01/2017 00:00;12/08/2017 00:00;2017;2017;0;-2.361.032.442;-4.669.688.213;São Paulo;3;;
2737;Engenharia Química;MONSANTO DO BRASIL LTDA;18/01/2016 00:00;12/07/2016 00:00;2016;2016;0;-2.361.032.442;-4.669.688.213;São Paulo;3;;
2738;Engenharia Química;MONSANTO DO BRASIL LTDA;18/01/2016 00:00;19/12/2016 00:00;2016;2016;0;-2.361.032.442;-4.669.688.213;São Paulo;3;;
2739;Engenharia Química;MONSANTO DO BRASIL LTDA;01/01/2017 00:00;10/01/2018 00:00;2017;2018;1;-2.361.032.442;-4.669.688.213;São Paulo;3;;
2740;Engenharia Química;MONSANTO DO BRASIL LTDA;01/11/2017 00:00;27/06/2017 00:00;2017;2017;0;-2.361.032.442;-4.669.688.213;São Paulo;3;;
2741;Engenharia Química;MONSANTO DO BRASIL LTDA;22/02/2016 00:00;12/08/2016 00:00;2016;2016;0;-2.361.032.442;-4.669.688.213;São Paulo;3;;
2742;Engenharia Química;MONSANTO DO BRASIL LTDA;01/01/2017 00:00;12/08/2017 00:00;2017;2017;0;-2.361.032.442;-4.669.688.213;São Paulo;3;;
2743;Engenharia Química;MONSANTO DO BRASIL LTDA;18/01/2016 00:00;14/12/2016 00:00;2016;2016;0;-2.361.032.442;-4.669.688.213;São Paulo;3;;
2744;Engenharia Química;MONSANTO DO BRASIL LTDA;01/01/2017 00:00;31/12/2017 00:00;2017;2017;0;-2.361.032.442;-4.669.688.213;São Paulo;3;;
2745;Engenharia Química;MONSANTO DO BRASIL LTDA;18/01/2016 00:00;12/07/2016 00:00;2016;2016;0;-2.361.032.442;-4.669.688.213;São Paulo;3;;
2747;Engenharia Bioquimica;MONSANTO DO BRASIL LTDA;14/02/2022 00:00;13/02/2023 00:00;2022;2023;1;-2.361.032.442;-4.669.688.213;São Paulo;3;;
2748;Engenharia Ambiental;MONSANTO DO BRASIL LTDA;17/02/2020 00:00;16/02/2021 00:00;2020;2021;1;-2.361.032.442;-4.669.688.213;São Paulo;3;;
2749;Engenharia Ambiental;MONSANTO DO BRASIL LTDA;14/02/2022 00:00;13/02/2023 00:00;2022;2023;1;-2.361.032.442;-4.669.688.213;São Paulo;3;;
2750;Engenharia de Produção;MONSANTO DO BRASIL LTDA;08/02/2021 00:00;08/01/2022 00:00;2021;2022;1;-2.361.032.442;-4.669.688.213;São Paulo;3;;
2751;Engenharia de Produção;MONSANTO DO BRASIL LTDA;08/02/2022 00:00;08/01/2023 00:00;2022;2023;1;-2.361.032.442;-4.669.688.213;São Paulo;3;;
2907;Engenharia Química;OXITENO S.A INDÚSTRIA E COMÉRCIO;02/05/2018 00:00;02/04/2019 00:00;2018;2019;1;-2.355.836.584;-4.664.300.606;São Paulo;3;;
2908;Engenharia Química;OXITENO S.A INDÚSTRIA E COMÉRCIO;11/09/2020 00:00;11/08/2021 00:00;2020;2021;1;-2.355.836.584;-4.664.300.606;São Paulo;3;;
2909;Engenharia Química;OXITENO S.A INDÚSTRIA E COMÉRCIO;10/04/2021 00:00;10/03/2022 00:00;2021;2022;1;-2.355.836.584;-4.664.300.606;São Paulo;3;;
2910;Engenharia Química;OXITENO S.A INDÚSTRIA E COMÉRCIO;11/09/2021 00:00;23/12/2021 00:00;2021;2021;0;-2.355.836.584;-4.664.300.606;São Paulo;3;;
2911;Engenharia Química;OXITENO S.A INDÚSTRIA E COMÉRCIO;10/04/2022 00:00;10/03/2023 00:00;2022;2023;1;-2.355.836.584;-4.664.300.606;São Paulo;3;;
2912;Engenharia Química;OXITENO S.A INDÚSTRIA E COMÉRCIO;15/01/2018 00:00;20/09/2018 00:00;2018;2018;0;-2.355.836.584;-4.664.300.606;São Paulo;3;;
2913;Engenharia Química;OXITENO S.A INDÚSTRIA E COMÉRCIO;07/12/2021 00:00;20/04/2022 00:00;2021;2022;1;-2.355.836.584;-4.664.300.606;São Paulo;3;;
2914;Engenharia Química;OXITENO S.A INDÚSTRIA E COMÉRCIO;18/07/2022 00:00;17/07/2023 00:00;2022;2023;1;-2.355.836.584;-4.664.300.606;São Paulo;3;;
2915;Engenharia Química;OXITENO S.A INDÚSTRIA E COMÉRCIO;11/09/2020 00:00;08/02/2021 00:00;2020;2021;1;-2.355.836.584;-4.664.300.606;São Paulo;3;;
2916;Engenharia Química;OXITENO S.A INDÚSTRIA E COMÉRCIO;07/04/2022 00:00;07/04/2022 00:00;2022;2022;0;-2.355.836.584;-4.664.300.606;São Paulo;3;;
2917;Engenharia Química;OXITENO S.A INDÚSTRIA E COMÉRCIO;18/07/2022 00:00;17/07/2023 00:00;2022;2023;1;-2.355.836.584;-4.664.300.606;São Paulo;3;;
2918;Engenharia Química;OXITENO S.A INDÚSTRIA E COMÉRCIO;14/03/2022 00:00;13/03/2023 00:00;2022;2023;1;-2.355.836.584;-4.664.300.606;São Paulo;3;;
2919;Engenharia Química;OXITENO S.A INDÚSTRIA E COMÉRCIO;02/04/2019 00:00;27/12/2019 00:00;2019;2019;0;-2.355.836.584;-4.664.300.606;São Paulo;3;;
2921;Engenharia Bioquimica;OXITENO S.A INDÚSTRIA E COMÉRCIO;18/01/2016 00:00;17/01/2017 00:00;2016;2017;1;-2.355.836.584;-4.664.300.606;São Paulo;3;;
2922;Engenharia Bioquimica;OXITENO S.A INDÚSTRIA E COMÉRCIO;18/01/2017 00:00;29/12/2017 00:00;2017;2017;0;-2.355.836.584;-4.664.300.606;São Paulo;3;;
2923;Engenharia Bioquimica;OXITENO S.A INDÚSTRIA E COMÉRCIO;09/02/2016 00:00;27/11/2017 00:00;2016;2017;1;-2.355.836.584;-4.664.300.606;São Paulo;3;;
2924;Engenharia Ambiental;OXITENO S.A INDÚSTRIA E COMÉRCIO;01/11/2021 00:00;01/10/2022 00:00;2021;2022;1;-2.355.836.584;-4.664.300.606;São Paulo;3;;
2925;Engenharia Ambiental;OXITENO S.A INDÚSTRIA E COMÉRCIO;01/11/2022 00:00;31/12/2022 00:00;2022;2022;0;-2.355.836.584;-4.664.300.606;São Paulo;3;;
2926;Engenharia de Produção;OXITENO S.A INDÚSTRIA E COMÉRCIO;04/03/2017 00:00;08/10/2018 00:00;2017;2018;1;-2.355.836.584;-4.664.300.606;São Paulo;3;;
2927;Engenharia Química;OXITENO S.A INDÚSTRIA E COMÉRCIO;02/05/2018 00:00;02/04/2020 00:00;2018;2020;2;-2.355.836.584;-4.664.300.606;São Paulo;3;;
2928;Engenharia Química;OXITENO S.A INDÚSTRIA E COMÉRCIO;12/04/2017 00:00;12/02/2019 00:00;2017;2019;2;-2.355.836.584;-4.664.300.606;São Paulo;3;;
2929;Engenharia Química;OXITENO S.A INDÚSTRIA E COMÉRCIO;19/06/2017 00:00;12/12/2017 00:00;2017;2017;0;-2.355.836.584;-4.664.300.606;São Paulo;3;;
2930;Engenharia Química;OXITENO S.A INDÚSTRIA E COMÉRCIO;12/12/2017 00:00;28/12/2018 00:00;2017;2018;1;-2.355.836.584;-4.664.300.606;São Paulo;3;;
2931;Engenharia Química;OXITENO S.A INDÚSTRIA E COMÉRCIO;01/09/2017 00:00;29/12/2017 00:00;2017;2017;0;-2.355.836.584;-4.664.300.606;São Paulo;3;;
2932;Engenharia Química;OXITENO S.A INDÚSTRIA E COMÉRCIO;14/08/2017 00:00;29/06/2018 00:00;2017;2018;1;-2.355.836.584;-4.664.300.606;São Paulo;3;;
2933;Engenharia Química;OXITENO S.A INDÚSTRIA E COMÉRCIO;31/12/2017 00:00;28/12/2018 00:00;2017;2018;1;-2.355.836.584;-4.664.300.606;São Paulo;3;;
2934;Engenharia Química;OXITENO S.A INDÚSTRIA E COMÉRCIO;01/07/2019 00:00;28/08/2019 00:00;2019;2019;0;-2.355.836.584;-4.664.300.606;São Paulo;3;;
2935;Engenharia Química;OXITENO S.A INDÚSTRIA E COMÉRCIO;11/04/2019 00:00;30/10/2020 00:00;2019;2020;1;-2.355.836.584;-4.664.300.606;São Paulo;3;;
2936;Engenharia Química;OXITENO S.A INDÚSTRIA E COMÉRCIO;13/01/2020 00:00;01/12/2021 00:00;2020;2021;1;-2.355.836.584;-4.664.300.606;São Paulo;3;;
2937;Engenharia Química;OXITENO S.A INDÚSTRIA E COMÉRCIO;07/10/2017 00:00;27/04/2018 00:00;2017;2018;1;-2.355.836.584;-4.664.300.606;São Paulo;3;;
2938;Engenharia Química;OXITENO S.A INDÚSTRIA E COMÉRCIO;15/10/2018 00:00;10/01/2019 00:00;2018;2019;1;-2.355.836.584;-4.664.300.606;São Paulo;3;;
2939;Engenharia Química;OXITENO S.A INDÚSTRIA E COMÉRCIO;15/10/2019 00:00;10/02/2020 00:00;2019;2020;1;-2.355.836.584;-4.664.300.606;São Paulo;3;;
2941;Engenharia Química;OXITENO S.A INDÚSTRIA E COMÉRCIO;25/10/2016 00:00;22/02/2017 00:00;2016;2017;1;-2.355.836.584;-4.664.300.606;São Paulo;3;;
2942;Engenharia Bioquimica;OXITENO S.A INDÚSTRIA E COMÉRCIO;15/01/2018 00:00;14/01/2019 00:00;2018;2019;1;-2.355.836.584;-4.664.300.606;São Paulo;3;;
2943;Engenharia Bioquimica;OXITENO S.A INDÚSTRIA E COMÉRCIO;15/01/2018 00:00;14/01/2019 00:00;2018;2019;1;-2.355.836.584;-4.664.300.606;São Paulo;3;;
2944;Engenharia Bioquimica;OXITENO S.A INDÚSTRIA E COMÉRCIO;15/01/2019 00:00;19/07/2019 00:00;2019;2019;0;-2.355.836.584;-4.664.300.606;São Paulo;3;;
2945;Engenharia Bioquimica;OXITENO S.A INDÚSTRIA E COMÉRCIO;15/01/2019 00:00;19/07/2019 00:00;2019;2019;0;-2.355.836.584;-4.664.300.606;São Paulo;3;;
3006;Engenharia Química;PLASTIC OMNIUM DO BRASIL LTDA;19/01/2017 00:00;30/11/2017 00:00;2017;2017;0;-2.300.958.906;-4.551.509.136;Taubaté;2;;
3007;Engenharia Química;PLASTIC OMNIUM DO BRASIL LTDA;19/01/2016 00:00;30/12/2016 00:00;2016;2016;0;-2.300.958.906;-4.551.509.136;Taubaté;2;;
3008;Engenharia Química;PLASTIC OMNIUM DO BRASIL LTDA;18/01/2021 00:00;17/01/2022 00:00;2021;2022;1;-2.300.958.906;-4.551.509.136;Taubaté;2;;
3009;Engenharia Química;PLASTIC OMNIUM DO BRASIL LTDA;01/12/2016 00:00;30/11/2016 00:00;2016;2016;0;-2.300.958.906;-4.551.509.136;Taubaté;2;;
3010;Engenharia Química;PLASTIC OMNIUM DO BRASIL LTDA;01/12/2016 00:00;30/11/2016 00:00;2016;2016;0;-2.300.958.906;-4.551.509.136;Taubaté;2;;
3011;Engenharia Química;PLASTIC OMNIUM DO BRASIL LTDA;14/11/2017 00:00;07/12/2018 00:00;2017;2018;1;-2.300.958.906;-4.551.509.136;Taubaté;2;;
3012;Engenharia Química;PLASTIC OMNIUM DO BRASIL LTDA;14/11/2017 00:00;13/11/2018 00:00;2017;2018;1;-2.300.958.906;-4.551.509.136;Taubaté;2;;
3013;Engenharia Química;PLASTIC OMNIUM DO BRASIL LTDA;07/10/2018 00:00;25/06/2019 00:00;2018;2019;1;-2.300.958.906;-4.551.509.136;Taubaté;2;;
3014;Engenharia Química;PLASTIC OMNIUM DO BRASIL LTDA;07/10/2018 00:00;25/06/2019 00:00;2018;2019;1;-2.300.958.906;-4.551.509.136;Taubaté;2;;
3015;Engenharia Química;PLASTIC OMNIUM DO BRASIL LTDA;07/10/2018 00:00;25/06/2019 00:00;2018;2019;1;-2.300.958.906;-4.551.509.136;Taubaté;2;;
3016;Engenharia Química;PLASTIC OMNIUM DO BRASIL LTDA;07/09/2019 00:00;07/06/2020 00:00;2019;2020;1;-2.300.958.906;-4.551.509.136;Taubaté;2;;
3017;Engenharia Química;PLASTIC OMNIUM DO BRASIL LTDA;07/10/2019 00:00;12/02/2019 00:00;2019;2019;0;-2.300.958.906;-4.551.509.136;Taubaté;2;;
3018;Engenharia Química;PLASTIC OMNIUM DO BRASIL LTDA;07/09/2019 00:00;06/02/2020 00:00;2019;2020;1;-2.300.958.906;-4.551.509.136;Taubaté;2;;
3019;Engenharia Química;PLASTIC OMNIUM DO BRASIL LTDA;17/02/2020 00:00;05/06/2020 00:00;2020;2020;0;-2.300.958.906;-4.551.509.136;Taubaté;2;;
3020;Engenharia Química;PLASTIC OMNIUM DO BRASIL LTDA;17/02/2020 00:00;17/12/2021 00:00;2020;2021;1;-2.300.958.906;-4.551.509.136;Taubaté;2;;
3021;Engenharia Química;PLASTIC OMNIUM DO BRASIL LTDA;17/11/2020 00:00;13/08/2021 00:00;2020;2021;1;-2.300.958.906;-4.551.509.136;Taubaté;2;;
3022;Engenharia Química;PLASTIC OMNIUM DO BRASIL LTDA;20/09/2021 00:00;18/09/2023 00:00;2021;2023;2;-2.300.958.906;-4.551.509.136;Taubaté;2;;
3024;Engenharia Química;PLASTIC OMNIUM DO BRASIL LTDA;14/02/2017 00:00;13/02/2018 00:00;2017;2018;1;-2.300.958.906;-4.551.509.136;Taubaté;2;;
3025;Engenharia Química;PLASTIC OMNIUM DO BRASIL LTDA;05/09/2017 00:00;05/07/2018 00:00;2017;2018;1;-2.300.958.906;-4.551.509.136;Taubaté;2;;
3026;Engenharia Química;PLASTIC OMNIUM DO BRASIL LTDA;06/06/2017 00:00;06/01/2018 00:00;2017;2018;1;-2.300.958.906;-4.551.509.136;Taubaté;2;;
3027;Engenharia Química;PLASTIC OMNIUM DO BRASIL LTDA;09/12/2017 00:00;04/03/2018 00:00;2017;2018;1;-2.300.958.906;-4.551.509.136;Taubaté;2;;
3028;Engenharia Química;PLASTIC OMNIUM DO BRASIL LTDA;05/08/2018 00:00;06/08/2018 00:00;2018;2018;0;-2.300.958.906;-4.551.509.136;Taubaté;2;;
3029;Engenharia Química;PLASTIC OMNIUM DO BRASIL LTDA;06/05/2018 00:00;01/11/2019 00:00;2018;2019;1;-2.300.958.906;-4.551.509.136;Taubaté;2;;
3030;Engenharia Química;PLASTIC OMNIUM DO BRASIL LTDA;18/11/2019 00:00;17/11/2020 00:00;2019;2020;1;-2.300.958.906;-4.551.509.136;Taubaté;2;;
3031;Engenharia Química;PLASTIC OMNIUM DO BRASIL LTDA;02/03/2020 00:00;19/01/2021 00:00;2020;2021;1;-2.300.958.906;-4.551.509.136;Taubaté;2;;
3032;Engenharia Química;PLASTIC OMNIUM DO BRASIL LTDA;09/01/2021 00:00;31/08/2022 00:00;2021;2022;1;-2.300.958.906;-4.551.509.136;Taubaté;2;;
3033;Engenharia Química;PLASTIC OMNIUM DO BRASIL LTDA;13/09/2021 00:00;09/12/2022 00:00;2021;2022;1;-2.300.958.906;-4.551.509.136;Taubaté;2;;
3034;Engenharia Química;PLASTIC OMNIUM DO BRASIL LTDA;09/01/2022 00:00;30/08/2023 00:00;2022;2023;1;-2.300.958.906;-4.551.509.136;Taubaté;2;;
3035;Engenharia Química;PLASTIC OMNIUM DO BRASIL LTDA;04/01/2019 00:00;01/08/2020 00:00;2019;2020;1;-2.300.958.906;-4.551.509.136;Taubaté;2;;
3036;Engenharia Química;PLASTIC OMNIUM DO BRASIL LTDA;09/04/2018 00:00;09/04/2020 00:00;2018;2020;2;-2.300.958.906;-4.551.509.136;Taubaté;2;;
3037;Engenharia Química;PLASTIC OMNIUM DO BRASIL LTDA;23/05/2022 00:00;22/05/2023 00:00;2022;2023;1;-2.300.958.906;-4.551.509.136;Taubaté;2;;
3038;Engenharia Química;PLASTIC OMNIUM DO BRASIL LTDA;09/05/2022 00:00;09/04/2022 00:00;2022;2022;0;-2.300.958.906;-4.551.509.136;Taubaté;2;;
3039;Engenharia Química;PLASTIC OMNIUM DO BRASIL LTDA;17/10/2022 00:00;16/10/2023 00:00;2022;2023;1;-2.300.958.906;-4.551.509.136;Taubaté;2;;
3040;Engenharia Química;PLASTIC OMNIUM DO BRASIL LTDA;06/10/2019 00:00;12/02/2020 00:00;2019;2020;1;-2.300.958.906;-4.551.509.136;Taubaté;2;;
3041;Engenharia Química;PLASTIC OMNIUM DO BRASIL LTDA;17/01/2022 00:00;16/01/2023 00:00;2022;2023;1;-2.300.958.906;-4.551.509.136;Taubaté;2;;
3042;Engenharia Química;PLASTIC OMNIUM DO BRASIL LTDA;23/08/2021 00:00;22/08/2022 00:00;2021;2022;1;-2.300.958.906;-4.551.509.136;Taubaté;2;;
3043;Engenharia Química;PLASTIC OMNIUM DO BRASIL LTDA;23/08/2022 00:00;21/08/2023 00:00;2022;2023;1;-2.300.958.906;-4.551.509.136;Taubaté;2;;
3044;Engenharia Química;PLASTIC OMNIUM DO BRASIL LTDA;01/10/2017 00:00;06/08/2018 00:00;2017;2018;1;-2.300.958.906;-4.551.509.136;Taubaté;2;;
3045;Engenharia Química;PLASTIC OMNIUM DO BRASIL LTDA;01/09/2018 00:00;06/08/2018 00:00;2018;2018;0;-2.300.958.906;-4.551.509.136;Taubaté;2;;
3046;Engenharia Química;PLASTIC OMNIUM DO BRASIL LTDA;01/10/2017 00:00;31/12/2017 00:00;2017;2017;0;-2.300.958.906;-4.551.509.136;Taubaté;2;;
3047;Engenharia Química;PLASTIC OMNIUM DO BRASIL LTDA;18/04/2017 00:00;13/04/2018 00:00;2017;2018;1;-2.300.958.906;-4.551.509.136;Taubaté;2;;
3048;Engenharia Química;PLASTIC OMNIUM DO BRASIL LTDA;18/04/2018 00:00;06/08/2018 00:00;2018;2018;0;-2.300.958.906;-4.551.509.136;Taubaté;2;;
3049;Engenharia Química;PLASTIC OMNIUM DO BRASIL LTDA;01/10/2017 00:00;30/11/2017 00:00;2017;2017;0;-2.300.958.906;-4.551.509.136;Taubaté;2;;
3052;Engenharia Química;PLASTIC OMNIUM DO BRASIL LTDA;14/06/2016 00:00;01/06/2017 00:00;2016;2017;1;-2.300.958.906;-4.551.509.136;Taubaté;2;;
3053;Engenharia Química;PLASTIC OMNIUM DO BRASIL LTDA;08/09/2016 00:00;08/04/2017 00:00;2016;2017;1;-2.300.958.906;-4.551.509.136;Taubaté;2;;
